,COLONIA,ALCALDIA,lat,lng
1660,INSURGENTES MIXCOAC,BENITO JUAREZ,19.3727310076,-99.1834067293
1661,EJERCITO DE ORIENTE (U HAB) II,IZTAPALAPA,19.3682845659,-99.0296843298
1662,SANTIAGO ACAHUALTEPEC (PBLO),IZTAPALAPA,19.3543297132,-99.0031021897
1663,SANTA MARIA TOMATLAN (AMPL),IZTAPALAPA,19.3292815105,-99.0962800298
1664,SIERRA DEL VALLE,IZTAPALAPA,19.3430660104,-99.0314100189
1665,SANTA MARIA TOMATLAN,IZTAPALAPA,19.3264295696,-99.0980654188
1666,8A DE SAN MIGUEL (AMPL),IZTAPALAPA,19.3512435732,-99.0786490167
1667,PRESIDENTES DE MEXICO,IZTAPALAPA,19.3323384547,-99.0610657848
1668,"SAN PABLO I, II Y V-LOMAS DEL PARAISO",IZTAPALAPA,19.3293910047,-99.0064400421
1669,PRIVADA GAVILAN (U HAB),IZTAPALAPA,19.3597454886,-99.0766731574
1670,LOS REYES (AMPL),IZTAPALAPA,19.3443603996,-99.1005985073
1671,NUEVA GENERACION (U HAB),IZTAPALAPA,19.2896920085,-99.0723348004
1672,GUADALUPE DEL MORAL,IZTAPALAPA,19.3698702057,-99.0755961311
1673,EL RETOO,IZTAPALAPA,19.3719613402,-99.1251553428
1674,GRANJAS ESTRELLA I,IZTAPALAPA,19.324329811,-99.0878921604
1675,EL VERGEL TRIANGULO DE LAS AGUJAS II (U HAB),IZTAPALAPA,19.3076975549,-99.0863515295
1676,FUENTES DE ZARAGOZA (U HAB),IZTAPALAPA,19.3693550077,-99.0072683893
1677,BARRANCAS DE GUADALUPE,IZTAPALAPA,19.3274218397,-99.0229917494
1678,EJTO CONSTITUCIONALISTA II ( U HAB),IZTAPALAPA,19.385771188,-99.0435802717
1679,AMERICA,MIGUEL HIDALGO,19.4038373239,-99.2025090181
1680,FRANCISCO I MADERO,MIGUEL HIDALGO,19.4471373413,-99.2028906856
1681,LOMAS DE BARRILACO (LOMAS DE CHAPULTEPEC),MIGUEL HIDALGO,19.420764898,-99.22774282
1682,MORALES SECCION PALMAS (POLANCO),MIGUEL HIDALGO,19.4366377052,-99.2039290872
1683,PENSIL NORTE,MIGUEL HIDALGO,19.4503013459,-99.1968900454
1684,PENSIL SAN JUANICO,MIGUEL HIDALGO,19.4517392796,-99.1894451373
1685,RINCON DEL BOSQUE,MIGUEL HIDALGO,19.4292447578,-99.181119088
1686,TLAXPANA,MIGUEL HIDALGO,19.4406504483,-99.1692564509
1687,CANAL NACIONAL 260 (U HAB),COYOACAN,19.32667409,-99.1071327806
1688,DEL CARMEN,COYOACAN,19.3541145678,-99.163808041
1689,HERMOSILLO,COYOACAN,19.3477290785,-99.1285180895
1690,LOS ROBLES (FRACC),COYOACAN,19.3149354011,-99.1332622204
1691,NUEVA DIAZ ORDAZ,COYOACAN,19.3253213898,-99.1472974992
1692,PEDREGAL DE LA ZORRA,COYOACAN,19.3067020276,-99.1610730054
1693,PEDREGAL DEL MAUREL,COYOACAN,19.3090461822,-99.174820634
1694,SAN LUCAS (BARR),COYOACAN,19.3478939132,-99.1535107599
1695,SANTA CECILIA,COYOACAN,19.3069969839,-99.1140251933
1696,PEDREGAL DE STO DOMINGO VII,COYOACAN,19.3184272478,-99.1695060286
1697,ROMERO DE TERREROS (COND),COYOACAN,19.3445540269,-99.1804474414
1698,PENITENCIARIA (AMPL),VENUSTIANO CARRANZA,19.4364891872,-99.1162092822
1699,MOCTEZUMA 2A SECCION III,VENUSTIANO CARRANZA,19.4327619445,-99.102651431
1700,NAPOLES,BENITO JUAREZ,19.3936944672,-99.1764444932
1701,C T M ARAGON AMPLIACION (U),GUSTAVO A. MADERO,19.4555553453,-99.0535032409
1702,GABRIEL HERNANDEZ,GUSTAVO A. MADERO,19.498571569,-99.1043371268
1703,ESTANZUELA,GUSTAVO A. MADERO,19.4904942278,-99.1097444701
1704,INFONAVIT CAMINO SAN JUAN DE ARAGON (U HAB),GUSTAVO A. MADERO,19.4726868281,-99.0825564944
1705,INFONAVIT LORETO FABELA (U HAB),GUSTAVO A. MADERO,19.4715961531,-99.0802339294
1706,PANAMERICANA,GUSTAVO A. MADERO,19.4795689226,-99.1432588885
1707,VILLA MILPA ALTA (PBLO),MILPA ALTA,19.1933533513,-99.0235902837
1708,SAN BARTOLOME XICOMULCO (PBLO),MILPA ALTA,19.2059269917,-99.0668927124
1709,VILLA DE ARAGON,GUSTAVO A. MADERO,19.4635462506,-99.0575139914
1710,PEDREGAL DE SN NICOLAS 1A SECC,TLALPAN,19.2933723862,-99.2357126671
1711,PEDREGAL DE SN NICOLAS 3A SECC,TLALPAN,19.2843089691,-99.2364815215
1712,RINCON LAS HADAS-VILLA ROYALE-FUENTES Y ARCONADA COAPA,TLALPAN,19.2962823038,-99.1229766493
1713,VALLE DE MADERO,GUSTAVO A. MADERO,19.5503267285,-99.1387514458
1714,SAN MIGUEL CUAUTEPEC,GUSTAVO A. MADERO,19.5601026928,-99.1358009939
1715,FUENTES DEL PEDREGAL,TLALPAN,19.3038504522,-99.2195545617
1716,AMPLIACION MIGUEL HIDALGO 4A SECC,TLALPAN,19.2735144453,-99.2103257566
1717,GRANJAS COAPA,TLALPAN,19.295283241,-99.1142802884
1718,BOSQUES DEL PEDREGAL,TLALPAN,19.2719675159,-99.2391172024
1719,ARENAL GUADALUPE TLALPAN,TLALPAN,19.286604232,-99.1462403923
1720,SANTO TOMAS AJUSCO (PBLO),TLALPAN,19.2128922362,-99.217263973
1721,LOMAS DE  PADIERNA I,TLALPAN,19.2939402464,-99.2274938335
1722,2 DE OCTUBRE,TLALPAN,19.272159174,-99.2305429816
1723,SAN JUAN TEPEPAN,XOCHIMILCO,19.2740023231,-99.1284873664
1724,LA GUADALUPITA (BARR),XOCHIMILCO,19.2645781401,-99.1018135349
1725,TECACALANCO,XOCHIMILCO,19.2405267197,-99.0636551503
1726,VILLA XOCHIMILCO (U HAB),XOCHIMILCO,19.2671829121,-99.1258326375
1727,LORETO PEA POBRE (U HAB),XOCHIMILCO,19.2481361195,-99.1132768633
1728,SAN FRANCISCO TLALTENCO (PBLO),TLAHUAC,19.306581711,-99.0128562299
1729,LAS ARBOLEDAS,TLAHUAC,19.3080096465,-99.0530244912
1730,LA JOYITA,TLAHUAC,19.3121306412,-98.9704012803
1731,TIERRA BLANCA,TLAHUAC,19.2356162288,-99.0073613388
1732,INDUSTRIAL VALLEJO (U HAB),AZCAPOTZALCO,19.4952280502,-99.1634711106
1733,EL JAGUEY-ESTACION PANTACO,AZCAPOTZALCO,19.4832819201,-99.1699642053
1734,VILLA CENTROAMERICANA (U HAB),TLAHUAC,19.2834709085,-99.0546397192
1735,SELENE 2da SECC,TLAHUAC,19.284969517,-99.0048288573
1736,COSMOPOLITA (AMPL),AZCAPOTZALCO,19.472424277,-99.1609482031
1737,PILOTO (ADOLFO LOPEZ MATEOS) (AMPL),ALVARO OBREGON,19.3717933178,-99.2268333253
1738,UNION POPULAR EMILIANO ZAPATA (U HAB),ALVARO OBREGON,19.3714833305,-99.2092727966
1739,MIGUEL GAONA ARMENTA,ALVARO OBREGON,19.3530139328,-99.2534551789
1740,LA PRESA,ALVARO OBREGON,19.3821266244,-99.2118229562
1741,LAS PALMAS,ALVARO OBREGON,19.3987640513,-99.2111958192
1742,BELLA VISTA,ALVARO OBREGON,19.3968471214,-99.1935569504
1743,ARTURO MARTINEZ,ALVARO OBREGON,19.3868561555,-99.2178741347
1744,CONDESA,CUAUHTEMOC,19.4147504858,-99.1762103973
1745,VALLE GOMEZ,CUAUHTEMOC,19.4588759476,-99.1250261379
1746,26 DE JULIO,ALVARO OBREGON,19.3575175295,-99.2506368214
1747,BUENOS AIRES,CUAUHTEMOC,19.4071966156,-99.1446313482
1748,GRAL A ROSALES,ALVARO OBREGON,19.3776790998,-99.2467156026
1749,EL PIRUL,ALVARO OBREGON,19.380277283,-99.2403094373
1750,REFORMA IZTACCIHUATL NORTE,IZTACALCO,19.3864883093,-99.1298407846
1751,PANTITLAN IV,IZTACALCO,19.4077731753,-99.0658028711
1752,SAN FCO XICALTONGO,IZTACALCO,19.395944989,-99.1251586219
1753,ALFALFAR,ALVARO OBREGON,19.375688747,-99.2004779058
1754,PRO HOGAR I,AZCAPOTZALCO,19.4750721185,-99.1504313587
1755,ABRAHAM GONZALEZ,ALVARO OBREGON,19.3864030485,-99.2054734745
1756,MORELOS III,CUAUHTEMOC,19.4453774475,-99.1333320245
1757,OBRERA I,CUAUHTEMOC,19.4195042636,-99.1387615628
1758,OBRERA III,CUAUHTEMOC,19.4107565162,-99.1417666594
1759,OBRERA II,CUAUHTEMOC,19.4151731171,-99.1392780039
1760,ADOLFO LOPEZ MATEOS,CUAJIMALPA DE MORELOS,19.3636069755,-99.2954278258
1761,BUENAVISTA I,IZTAPALAPA,19.3309240318,-99.0301547902
1762,CONSEJO AGRARISTA MEXICANO I,IZTAPALAPA,19.3238641381,-99.0582392759
1763,PREDIO DEGOLLADO,IZTAPALAPA,19.3176663026,-99.0403198007
1764,PARAJES BUENAVISTA (TETECON),IZTAPALAPA,19.321670799,-99.0282015233
1765,SANTA MARIA TOMATLAN (PBLO),IZTAPALAPA,19.3243868889,-99.1007818497
1766,LOS ANGELES APANOAYA,IZTAPALAPA,19.3413979302,-99.0608526721
1767,MAGDALENA ATLAZOLPA (PBLO),IZTAPALAPA,19.3758667621,-99.1109499047
1768,MOYOCOYANI (U HAB),IZTAPALAPA,19.289153562,-99.0699083999
1769,EL VERGEL TRIANGULO DE LAS AGUJAS I (U HAB),IZTAPALAPA,19.3071399345,-99.0876618335
1770,HUASIPUNGO (U HAB),IZTAPALAPA,19.2893203742,-99.0729065675
1771,NARVARTE I,BENITO JUAREZ,19.4001905635,-99.1525120257
1772,AHUEHUETES ANAHUAC,MIGUEL HIDALGO,19.449420191,-99.1893986751
1773,PORTALES IV,BENITO JUAREZ,19.3592721985,-99.1487837012
1774,SAN JOSE DE LOS CEDROS II,CUAJIMALPA DE MORELOS,19.3657495863,-99.2880835788
1775,LAS LAJAS,CUAJIMALPA DE MORELOS,19.3159210292,-99.3317960066
1776,BARROS SIERRA,LA MAGDALENA CONTRERAS,19.3167607173,-99.2464670126
1777,SAN JOSE DE LOS CEDROS I,CUAJIMALPA DE MORELOS,19.3674996167,-99.2901304776
1778,SAN JERONIMO ACULCO - LIDICE (PBLO),LA MAGDALENA CONTRERAS,19.3247418284,-99.2251974775
1779,TLACOQUEMECATL DEL VALLE,BENITO JUAREZ,19.3763189451,-99.1748165044
1780,ACACIAS,BENITO JUAREZ,19.3641058178,-99.1740648927
1781,EL MOLINO,IZTAPALAPA,19.2976994709,-99.0683937678
1782,"EJTO CONSTITUCIONALISTA, SUPERMANZANA I ( U HAB)",IZTAPALAPA,19.3872132344,-99.0491071165
1783,PERALVILLO II,CUAUHTEMOC,19.4607093703,-99.1306529543
1784,OBRERA IV,CUAUHTEMOC,19.4104067222,-99.1380145408
1785,SANTA MARIA LA RIBERA IV,CUAUHTEMOC,19.4444233884,-99.1594591836
1786,SAN RAFAEL II,CUAUHTEMOC,19.4385711071,-99.1646939016
1787,ALVARO OBREGON,IZTAPALAPA,19.3768917529,-99.040355467
1788,LOMA HERMOSA (CONJ HAB),MIGUEL HIDALGO,19.4459367341,-99.2125963005
1789,HUICHAPAN,MIGUEL HIDALGO,19.4603456651,-99.1967812582
1790,MILITAR 1 K LOMAS DE SOTELO (U HAB),MIGUEL HIDALGO,19.4402171368,-99.2238702087
1791,OBSERVATORIO,MIGUEL HIDALGO,19.4054517525,-99.1926776913
1792,MANUEL AVILA CAMACHO,MIGUEL HIDALGO,19.4372556068,-99.2283518848
1793,POPO (AMPL),MIGUEL HIDALGO,19.444550068,-99.1969213406
1794,FEDERAL,VENUSTIANO CARRANZA,19.4202837411,-99.0888215221
1795,VENUSTIANO CARRANZA (AMPL),VENUSTIANO CARRANZA,19.4442427116,-99.1048625937
1796,CAFETALES I (RDCIAL),COYOACAN,19.3130310039,-99.1096016534
1797,CIUDAD JARDIN,COYOACAN,19.3350711463,-99.1439692816
1798,CANTIL DEL PEDREGAL,COYOACAN,19.3008671028,-99.1573939502
1799,EDUCACION,COYOACAN,19.3362137705,-99.1335345854
1800,EL CENTINELA,COYOACAN,19.3358369542,-99.139530751
1801,LA CONCEPCION (BARR),COYOACAN,19.3467706874,-99.1578411027
1802,LA CANTERA (U HAB),COYOACAN,19.3339796557,-99.1745063322
1803,ROMERO DE TERREROS (FRACC),COYOACAN,19.3419952581,-99.176673437
1804,VILLA PANAMERICANA 2DA. SECCIN (U HAB),COYOACAN,19.3064020438,-99.1762091981
1805,VILLA PANAMERICANA 3ERA. SECCIN (U HAB),COYOACAN,19.308172228,-99.1720563222
1806,EX EJIDO DE CHURUBUSCO,COYOACAN,19.3399880918,-99.130307686
1807,7 DE JULIO,VENUSTIANO CARRANZA,19.4316039931,-99.1126775669
